,Unnamed: 0.3,run_id,hermes_run,sample_time,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Acid Totalizer,Adjusted Feed Vessel Weight,Adjusted Second Feed Vessel Weight,Base totalizer,Broth Density,CO2 Evolved,Capillary Emulsion,Capillary Emulsion Dead Cell Layer,Capillary Free Fene,Capillary PCV,Capillary Pellet Dead Cell Layer,Feed Density,Feed Trs,H2O Evaporated,Myrcene Offgas,Myrcene Titer in grams,O2 Consumed,Overflow Weight,Overlay Amount,PSA,Tank Weight post sample,Tank Weight pre sample,Total_Cell_Density,Farnesene broth pA*s,Farnesene effluent_broth pA*s,Farnesene glucosidase_treat pA*s,Farnesene overflow pA*s,Farnesene overlay pA*s,Farnesene pellet pA*s,Farnesene resin_extract pA*s,Farnesene supernatant pA*s,Farnesene test_blank pA*s,Limonene broth pA*s,Limonene effluent_broth pA*s,Limonene glucosidase_treat pA*s,Limonene overflow pA*s,Limonene overlay pA*s,Limonene pellet pA*s,Limonene resin_extract pA*s,Limonene supernatant pA*s,Limonene test_blank pA*s,Myrcene  broth g/kg,Myrcene  broth pA*s,Myrcene  effluent_broth g/kg,Myrcene  effluent_broth pA*s,Myrcene  glucosidase_treat g/kg,Myrcene  glucosidase_treat pA*s,Myrcene  overflow g/kg,Myrcene  overflow pA*s,Myrcene  overlay g/kg,Myrcene  overlay pA*s,Myrcene  pellet g/kg,Myrcene  pellet pA*s,Myrcene  resin_extract g/kg,Myrcene  resin_extract pA*s,Myrcene  supernatant g/kg,Myrcene  supernatant pA*s,Myrcene  test_blank g/kg,Myrcene  test_blank pA*s,Valencene broth pA*s,Valencene effluent_broth pA*s,Valencene glucosidase_treat pA*s,Valencene overflow pA*s,Valencene overlay pA*s,Valencene pellet pA*s,Valencene resin_extract pA*s,Valencene supernatant pA*s,Valencene test_blank pA*s,a-Humulene overflow pA*s,b-Caryophyllene broth pA*s,b-Caryophyllene effluent_broth pA*s,b-Caryophyllene glucosidase_treat pA*s,b-Caryophyllene overflow pA*s,b-Caryophyllene overlay pA*s,b-Caryophyllene pellet pA*s,b-Caryophyllene resin_extract pA*s,b-Caryophyllene supernatant pA*s,b-Caryophyllene test_blank pA*s,d-Cadinene broth pA*s,d-Cadinene effluent_broth pA*s,d-Cadinene glucosidase_treat pA*s,d-Cadinene overflow pA*s,d-Cadinene overlay pA*s,d-Cadinene pellet pA*s,d-Cadinene resin_extract pA*s,d-Cadinene supernatant pA*s,d-Cadinene test_blank pA*s,cum_feed,cum_TRS,TRS_carbon,Cum_CO2_carbon,Weight_draw,Biomass_density,Avg_biomass_density,Tank_biomass,Biomass_draw,Cum_biomass_draw,Cum_biomass,Cum_biomass_carbon,Myrcene_draw,Cum_myrcene_draw,Tank_myrcene,Trap_myrcene,Effluent_myrcene,Cum_effluent_myrcene,Total_myrcene,Total_myrcene_carbon,CO2_percent,Biomass_percent,Myrcene_percent,Carbon_closure,TRS_O2,Myrcene_O2,TRS_biomass,TRS_product,TRS_other,shift_post_weight,Avg_interval_vol,Avg_vol,maintenance,run_id_duplicate,SclSubsB_PV,Cum_PSA_in,Cum_base_in,O2_consumed,Overlay_in,Cum_weight_draw,Cum_over_flow,Cum_tank_weight,Tank_weight_accumulated,H2O_evap,CO2_out,Mass_closure
39,39,144486.0,H12185-6,146.37,46.0,46.0,46.0,0.0,2999.9,0.0,83.8,1.02,4.6271,0.0,0.49697,1.9568300000000003,21.95993,1.44432,1.28232,56.61525999999999,3.2332,2.55511,13.555788333333334,3.698,81.74,0.0443,5.753160000000001,0.2764,0.3012,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02011,0.0,0.02011,0.00664,0.0,0.0,0.0,0.0,1.2287733333333335,0.09899,25.882803333333328,2.0055066666666668,0.0,0.0,25.882803333333328,2.0055066666666668,15.60457,1.33949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.9000000000001,241.12439234,96.449756936,55.51964748,0.024800000000000044,33.5475,30.4634375,9.090714705882352,0.8156647058823543,4.729657169117647,13.820371875,6.19968061940625,0.0304735786666667,0.2053296303333332,0.3396329493333334,2.556028566,2.115660344466666,12.363063857999997,15.464055003666664,13.608368403226663,57.56328397679685,6.427886203508108,14.10928221649807,78.10045239680304,0.362244444955231,0.0306961368455009,28.704912384375,97.42354652309996,114.99593343252502,0.276,0.2829411764705882,0.2844934640522876,0.0906523796553291,,,33.643860000000004,83.8,118.336,,0.13539999999999996,491.76,922.56,622.96,58.1976,203.59240000000003,
40,40,145499.0,H12263-5,0.42,48.0,48.0,48.0,0.0,2816.0999999999995,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.28232,56.61526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926,0.3003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.007699999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.2944117647058824,0.2944117647058824,,,,0.0,0.0,0.0,,0.007699999999999985,0.0,300.3,0.0,0.0,0.0,
41,41,145499.0,H12263-5,53.02,49.0,49.0,49.0,0.0,2699.9,0.0,58.0,1.02,1.1056,0.0,0.34737,5.03691,22.955570000000005,0.69475,1.28232,56.61526,1.16822,0.16753,4.363541666666666,0.9334,295.4,0.2046,1.6254,0.2702,0.3003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227,0.0,0.00227,0.0,0.0,0.0,0.0,0.0,1.43725,0.1189199999999999,7.289833333333333,0.51564,0.0,0.0,7.289833333333333,0.51564,1.02442,0.05809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.19999999999936,65.78693211999963,26.31477284799985,13.26587328,0.030100000000000016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043261225,0.043261225,0.3883449499999999,0.167799996,2.1534167666666666,2.1534167666666666,2.752822937666666,2.4224841851466667,50.41226597936724,0.0,9.205795539788578,59.618061519155816,0.3915609130300195,0.0216489942547334,0.0,17.3427845073,48.44414761269964,0.2926,0.2906372549019608,0.2925245098039216,inf,,,1.6254,58.0,29.8688,,0.0378,295.4,625.8,325.49999999999994,21.02796,48.6464,
42,42,145499.0,H12263-5,75.25,50.0,50.0,50.0,0.0,2604.7,0.0,70.4,1.02,2.0064,0.0,0.68618,5.33699,28.56054,0.24398,1.28232,56.61526,1.69267,0.52573,10.173328333333332,1.6690999999999998,247.3,0.17,1.323,0.2751,0.2996,2112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001635,0.0119849999999999,0.0,0.0119849999999999,0.0,0.0,0.0,0.0,0.0,1.6135666666666666,0.12749,18.73309,1.30267,0.0,0.0,18.73309,1.30267,3.21327,0.30606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.39999999999964,119.6846596399998,47.87386385599992,24.074392320000005,0.024499999999999966,44.99625,14.99875,12.13575330882353,1.0807922794117633,1.0807922794117633,13.216545588235292,5.92881018542647,0.0395323833333332,0.0827936083333333,0.44389219,0.526333626,4.632693157,6.786109923666666,7.839129348,6.89843382624,50.28713034822824,12.384231620116925,14.409603216882264,77.08096518522743,0.3983672492827132,0.0344756701373229,27.450765186764706,49.3865148924,42.84737956083509,0.2702,0.279313725490196,0.2881209150326797,0.1317613120305559,,,2.9484,70.4,53.411199999999994,,0.062299999999999967,542.7,897.6,597.3,30.468059999999998,88.28160000000001,
43,43,145499.0,H12263-5,85.0,51.0,51.0,51.0,0.0,2604.7,0.0,75.6,1.02,2.4449,0.0,0.68618,5.33699,28.56054,0.24398,1.28232,56.61526,1.9462,0.86215,20.18456,2.0285,247.3,0.17,1.323,0.2751,0.2996,2112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001635,0.01422,0.0,0.01422,0.0,0.0,0.294275,0.0,0.0,1.6135666666666666,0.12749,20.18456,1.5262033333333334,0.0,0.0,20.18456,1.5262033333333334,5.2684,0.45625,0.0,0.0,17.868579999999998,74.04033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.39999999999964,119.6846596399998,47.87386385599992,29.33586612,0.024499999999999966,44.99625,22.498125,12.13575330882353,1.0807922794117633,2.1615845588235265,14.297337867647055,6.413642794047792,0.0395323833333332,0.1223259916666665,0.44389219,0.86296392,4.9916416880000005,11.777751611666666,13.206933713333331,11.622101667733332,61.2774147669374,13.396960841388166,24.27650649358807,98.95088210191363,0.327786431243666,0.0477918926143435,29.69557075110293,83.203682394,6.785406494896861,0.2751,0.2817156862745097,0.2865196078431372,0.0123838667671521,,,4.2714,75.6,64.912,,0.08679999999999993,790.0,1169.4,869.1000000000001,35.0316,107.57560000000001,
44,44,145500.0,H12263-6,0.51,52.0,52.0,52.0,0.0,2755.5999999999995,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.28232,56.61526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2933,0.3003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.007000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.2944117647058824,0.2944117647058824,,,,0.0,0.0,0.0,,0.007000000000000006,0.0,300.3,0.0,0.0,0.0,
45,45,145500.0,H12263-6,53.19,53.0,53.0,53.0,0.0,2639.0,0.0,55.9,1.02,1.1415,0.0,0.45495,7.1764,22.80599,0.63105,1.28232,56.61526,1.14348,0.17025,4.8944350000000005,0.9207,316.0,0.2176,18.576,0.273,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,2.1365133333333333,0.1814566666666666,7.652356666666667,0.5477066666666667,0.0,0.0,7.652356666666667,0.5477066666666667,1.04105,0.06193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.59999999999945,66.0133931599997,26.40535726399988,13.6966302,0.02799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0598223733333332,0.0598223733333332,0.58326814,0.17052399,2.418144706666667,2.418144706666667,3.23175921,2.8439481048,51.87064906208823,0.0,10.770345109768074,62.64099417185631,0.3983285251559785,0.0257660648415136,0.0,20.360083023,45.65331013699969,0.2933,0.2913235294117647,0.2928676470588235,inf,,,18.576,55.9,29.4624,,0.034999999999999976,316.0,644.3,343.99999999999994,20.58264,50.226,
46,46,145500.0,H12263-6,75.33,54.0,54.0,54.0,0.0,2537.5,0.0,72.4,1.02,2.1456,0.0,0.56818,6.11543,27.03349,0.61304,1.28232,56.61526,1.63577,0.52437,10.399891666666669,1.6606,258.6,0.1785999999999999,1.37476,0.2744,0.2996,2343.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132299999999999,0.0,0.0132299999999999,0.0,0.0,0.0,0.0,0.0,1.9813166666666664,0.1591833333333333,18.818466666666662,1.3655666666666668,0.0,0.0,18.818466666666662,1.3655666666666668,3.19816,0.28294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.09999999999945,123.47788205999969,49.391152823999874,25.74462528,0.0252,49.921875,16.640625,13.429963235294116,1.233363970588235,1.233363970588235,14.663327205882352,6.577821951286764,0.04992918,0.1097515533333332,0.5436732933333333,0.5238586080000001,4.866455479999999,7.284600186666665,8.461883641333332,7.4464576043733315,52.123961090234594,13.31781417357504,15.076500908792292,80.51827617260192,0.4130966118671955,0.0374049655316297,30.45573060661765,53.30986694039999,39.71228451298205,0.273,0.2806862745098039,0.2888071895424837,0.109693089799982,,,19.95076,72.4,53.1392,,0.060199999999999976,574.6,928.0999999999999,627.8,29.44386,94.40639999999999,
47,47,145500.0,H12263-6,98.99,55.0,55.0,55.0,0.0,2440.9,0.0,83.6,1.02,3.1017,0.0,0.55434,6.914659999999999,28.81109,0.8606900000000001,1.28232,56.61525999999999,2.16853,1.02286,11.405443333333334,2.3678,264.9,0.1911,15.514200000000002,0.2772,0.2996,2043.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098233333333333,0.0,0.0098233333333333,0.0,0.0,0.0,0.0,0.0,2.534796666666667,0.2079133333333333,20.27609,1.4945233333333334,2.199723333333333,10.812106666666663,20.27609,1.4945233333333334,6.24658,0.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.69999999999936,178.16822321999962,71.26728928799984,37.216677960000005,0.022399999999999975,43.531875,23.3634375,11.830427205882351,0.9559941176470578,2.1893580882352928,14.019785294117646,6.289135485088235,0.0567794453333332,0.1665309986666665,0.7026456360000001,1.023189804,5.371136240999999,12.655736427666664,14.54810286633333,12.802330522373332,52.22126214118072,8.824715445080376,17.963824147481667,79.00980173374276,0.4180350799617076,0.0451012512096487,29.11909405588235,91.65304805789998,57.39608110621729,0.2744,0.2813725490196078,0.2869485294117647,0.0864868682765484,,,35.464960000000005,83.6,75.7696,,0.08259999999999995,839.5,1215.3999999999999,915.0999999999999,39.03354,136.47480000000002,
48,48,145500.0,H12263-6,123.65,56.0,56.0,56.0,0.0,2344.3,0.0,92.7,1.02,4.027,0.0,0.7484299999999999,6.27768,28.73072,0.4735,1.28232,56.61525999999999,2.70133,1.37971,13.164613999999998,3.0217,269.91,0.1864,16.72974,0.2618,0.3017,1806.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01378,0.0,0.01378,0.0,0.0,0.0,0.0,0.0,1.975345,0.157895,20.624126666666665,1.4850633333333334,0.0,0.0,20.624126666666665,1.4850633333333334,8.42705,0.49751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.2999999999993,232.8585643799996,93.1434257519998,48.31916760000001,0.03990000000000005,38.473125,26.385375,9.874768749999998,1.5049781250000016,3.694336213235294,13.569104963235292,6.086964795457719,0.0788162655000001,0.2453472641666666,0.5171453209999999,1.3803507899999998,5.5666580286,18.222394456266663,20.36523783143333,17.92140929166133,51.87609024457915,6.535045008613537,19.24065938843413,77.65179464162682,0.4281228086838526,0.0494726740504039,28.183031008639706,128.30099833802998,76.37453503332985,0.2772,0.2837745098039215,0.286313725490196,0.0817615318535404,,,52.194700000000005,92.7,96.6944,,0.1225,1109.41,1525.21,1224.91,48.62394,177.18800000000002,
49,49,145500.0,H12263-6,147.97,57.0,57.0,57.0,0.0,2257.5,0.0,101.1,1.02,4.8872,0.0,0.3486899999999999,7.00276,26.58724,1.40927,1.28232,56.61525999999999,3.22579,1.92723,10.31309,3.632,248.68,0.2231,15.54552,0.2632,0.3024,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086766666666666,0.0,0.0086766666666666,0.0,0.0,0.0,0.0,0.0,1.7463633333333333,0.1448633333333333,18.879816666666667,1.4237666666666668,0.0,0.0,18.879816666666667,1.4237666666666668,11.772500000000004,0.67724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.09999999999945,282.00061005999964,112.80024402399988,58.64053536,0.03920000000000001,33.5475,27.579062500000003,8.656570588235294,1.2892764705882356,4.98361268382353,13.640183272058824,6.118849814012868,0.0684574426666666,0.3138047068333333,0.4596428293333333,1.9283355000000009,4.695032808666667,22.91742726493333,25.6192103011,22.544905064968,51.98617774933483,5.424500511462542,19.98657472777386,77.39725298857121,0.4313518876346054,0.0517782230756662,28.330660656066176,161.40102489692998,92.26892450700348,0.2618,0.2765686274509804,0.2846895424836601,0.0794201624670227,,,67.74022000000001,101.1,116.224,,0.1617,1358.0900000000001,1813.0900000000001,1512.7900000000002,58.06422,215.0368,
50,50,145500.0,H12263-6,167.6,58.0,58.0,58.0,0.0,2193.1,0.0,108.3,1.02,5.6276,11.8938,0.76734,20.84959,25.55249,1.73419,1.28232,56.615260000000006,3.67779,1.92723,10.086156,4.1903,188.1,0.1231999999999999,0.0,0.259,0.3031,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016449999999999,0.008136,0.0,0.008136,0.0,0.0,0.0,0.0,0.07642,4.1709,0.3311933333333333,17.585142,1.255198,0.0,0.0,17.585142,1.255198,11.41804,0.76968,0.0,0.0,0.0,0.0,0.0,0.0,10.989226666666667,43.00125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.4999999999995,318.4608374999998,127.38433499999992,67.52444688,0.04409999999999997,29.2875,27.823125,7.43672794117647,1.2662536764705876,6.249866360294118,13.686594301470588,6.139669337696692,0.1839366899999998,0.4977413968333332,1.0802631,1.870274952,3.3077652102,26.22519247513333,29.673471923966662,26.112655293090665,53.00843850226956,4.819799340081098,20.499110265866427,78.32734810821708,0.4222196203135811,0.051981701386681,28.42705636415441,186.94287312099,103.09090801485544,0.2632,0.2775980392156862,0.2836764705882353,0.077932234514421,,,67.74022000000001,108.3,134.0896,,0.20579999999999998,1546.19,2045.29,1744.99,66.20022,247.61440000000002,
51,51,146423.0,H12381-5,0.51,59.0,59.0,59.0,0.0,2177.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.28232,56.61526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2933,0.2996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.006299999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.2937254901960784,0.2937254901960784,,,,0.0,0.0,0.0,,0.006299999999999972,0.0,299.59999999999997,0.0,0.0,0.0,
52,52,146423.0,H12381-5,45.84,60.0,60.0,60.0,0.0,2132.9,0.0,25.7,1.02,0.456,1.09713,0.45348,6.86074,11.83441,0.57051,1.28232,56.61526,1.03131,0.04086,1.7869283333333332,0.3431,20.1,0.02,1.6254,0.2695,0.2996,1256.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878166666666669,0.082735,2.48604,0.1671333333333333,0.0,0.0,2.48604,0.1671333333333333,0.24763,0.00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.09999999999991,24.967329659999947,9.98693186399998,5.4714528,0.03009999999999996,26.758125,13.3790625,7.069916360294118,0.7896270220588224,0.7896270220588224,7.859543382352941,3.5257125658897057,0.0327432816666666,0.0327432816666666,0.2931665916666667,0.040561794,0.049969404,0.049969404,0.4164410713333333,0.3664681427733333,54.78612325095573,35.30326043976416,3.669476749854935,93.75886044057484,0.4042768493150676,0.0089096384400687,16.324271605147057,2.6235787494,6.01947930545289,0.2933,0.2906372549019608,0.2921813725490196,0.033592019159418,,,1.6254,25.7,10.9792,,0.03639999999999993,20.1,349.79999999999995,50.19999999999999,18.563579999999998,20.064,
53,53,146423.0,H12381-5,73.96,61.0,61.0,61.0,0.0,2024.4000000000003,0.0,50.20000000000001,1.02,1.5407,3.82627,0.8273,0.0,21.480280000000004,1.0489,1.28232,56.61526,1.6921,0.6524,13.118873333333331,1.2056,109.8,0.0383,1.3608,0.2744,0.2996,1918.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169933333333333,0.0,0.0169933333333333,0.0,0.0,0.0,0.0,0.0,2.2584,0.1852866666666666,23.979346666666668,1.8381133333333333,0.0,0.0,23.979346666666668,1.8381133333333333,3.98308,0.33829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.59999999999968,86.39488675999982,34.55795470399993,18.48655116,0.0252,40.869375,22.5425,10.994663235294116,1.0097139705882352,1.7993409926470576,12.794004227941173,5.73926235661213,0.05691168,0.0896549616666666,0.61970496,0.6524285040000001,2.632932264,2.682901668,4.0446900936666665,3.559327282426666,53.49434397476151,16.607644768826077,10.29958894533388,80.40157768892148,0.3981184415321085,0.024626872130714,26.573146781433817,25.4815475901,34.34019238846601,0.2695,0.2789705882352941,0.2877777777777777,0.0715725496449944,,,2.9862,50.20000000000001,38.5792,,0.06159999999999993,129.9,484.79999999999995,185.2,30.4578,67.7908,
54,54,146423.0,H12381-5,95.7,62.0,62.0,62.0,0.0,1949.5,0.0,57.4,1.02,2.3084,0.0,0.31934,1.18613,20.5292,1.1253,1.28232,56.61525999999999,2.18031,1.3919600000000003,19.764636666666664,1.8117,59.1,0.0298,2.0412,0.2618,0.2996,1512.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0302966666666666,0.0,0.0302966666666666,0.0,0.0,0.0,0.0,0.0,1.23694,0.0972799999999999,38.29233333333333,2.7795566666666667,0.0,0.0,38.29233333333333,2.7795566666666667,8.49905,0.55349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.5,128.7997165,51.5198866,27.69802992,0.0378,32.21625,24.9609375,8.2688375,1.193896323529412,2.9932373161764696,11.262074816176469,5.052054141788602,0.046756332,0.1364112936666666,0.3238308919999999,1.39214439,2.2630769,4.945978567999999,6.798365143666666,5.982561326426666,53.761822371713066,9.806027293912177,11.612139935157904,75.17998960078313,0.3949627314431503,0.0275451693060602,23.391329393198525,42.82970040509999,62.57868670170146,0.2744,0.2813725490196078,0.2861764705882352,0.0915418512260676,,,5.0274,57.4,57.9744,,0.09939999999999993,189.0,581.6999999999999,282.09999999999997,39.24558,101.5696,
55,55,146423.0,H12381-5,123.32,63.0,63.0,63.0,0.0,1859.9,0.0,66.1,1.02,3.1895,0.0,0.74052,2.10308,19.00178,3.19905,1.28232,56.61525999999999,2.82708,2.08795,15.872138333333334,2.4747,69.4,0.0372,1.323,0.2737,0.2982,1418.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255766666666666,0.0,0.0255766666666666,0.0,0.0,0.0,0.0,0.0,1.18354,0.0983866666666666,30.560736666666664,2.26664,0.0,0.0,30.560736666666664,2.26664,12.74633,0.84886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0999999999999,179.52698945999992,71.81079578399998,38.2701726,0.024500000000000022,30.219375,26.012625000000003,8.108865624999998,0.7258575367647065,3.719094852941176,11.827960477941174,5.305904790799631,0.02899673,0.1654080236666666,0.323934898,2.087848854,2.1209151246666664,7.066893692666666,9.644085468333332,8.486795212133334,53.29306294712709,7.388728578860602,11.81827205711632,72.50006358310401,0.4030275038051749,0.0286065665540432,24.56667391268381,60.7577384505,94.2025770968161,0.2618,0.2745098039215686,0.2838431372549019,0.1034586219473445,,,6.3504000000000005,66.1,79.1904,,0.12389999999999995,258.4,675.5999999999999,375.99999999999994,50.88744,140.338,
56,56,146423.0,H12381-5,144.98,64.0,64.0,64.0,0.0,1805.3,0.0,73.3,1.02,3.7866,0.25907,0.07196,2.27404,17.09845,1.42487,1.28232,56.61525999999999,3.3069199999999994,2.56465,12.438573333333332,2.9757,41.1,0.0294,1.323,0.2737,0.2982,1356.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01894,0.0,0.01894,0.0,0.0,0.0,0.0,0.0,1.0360666666666667,0.0856066666666666,23.841080000000005,1.7613666666666663,0.0,0.0,23.841080000000005,1.7613666666666663,15.66473,0.99415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.70000000000005,210.43892142,84.175568568,45.43465608,0.024500000000000022,28.888125,26.491875000000004,7.751646875,0.6938814338235301,4.412976286764706,12.164623161764704,5.456928304136029,0.0253836333333333,0.190791657,0.2835714466666666,2.5658827740000003,0.9798683880000004,8.046762080666666,11.087007958333333,9.756567003333332,53.97606081305679,6.482793519508845,11.590734900057884,72.04958923262352,0.3928840672782874,0.0273496931209333,25.26592230698529,69.8481501375,115.3248489755147,0.2737,0.280343137254902,0.2832598039215686,0.1060027547739349,,,7.673400000000001,73.3,95.2224,,0.14839999999999998,299.5,741.2,441.6000000000001,59.52455999999999,166.6104,
