,Unnamed: 0.3,run_id,hermes_run,sample_time,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Acid Totalizer,Adjusted Feed Vessel Weight,Adjusted Second Feed Vessel Weight,Base totalizer,Broth Density,CO2 Evolved,Capillary Emulsion,Capillary Emulsion Dead Cell Layer,Capillary Free Fene,Capillary PCV,Capillary Pellet Dead Cell Layer,Feed Density,Feed Trs,H2O Evaporated,Myrcene Offgas,Myrcene Titer in grams,O2 Consumed,Overflow Weight,Overlay Amount,PSA,Tank Weight post sample,Tank Weight pre sample,Total_Cell_Density,Farnesene broth pA*s,Farnesene effluent_broth pA*s,Farnesene glucosidase_treat pA*s,Farnesene overflow pA*s,Farnesene overlay pA*s,Farnesene pellet pA*s,Farnesene resin_extract pA*s,Farnesene supernatant pA*s,Farnesene test_blank pA*s,Limonene broth pA*s,Limonene effluent_broth pA*s,Limonene glucosidase_treat pA*s,Limonene overflow pA*s,Limonene overlay pA*s,Limonene pellet pA*s,Limonene resin_extract pA*s,Limonene supernatant pA*s,Limonene test_blank pA*s,Myrcene  broth g/kg,Myrcene  broth pA*s,Myrcene  effluent_broth g/kg,Myrcene  effluent_broth pA*s,Myrcene  glucosidase_treat g/kg,Myrcene  glucosidase_treat pA*s,Myrcene  overflow g/kg,Myrcene  overflow pA*s,Myrcene  overlay g/kg,Myrcene  overlay pA*s,Myrcene  pellet g/kg,Myrcene  pellet pA*s,Myrcene  resin_extract g/kg,Myrcene  resin_extract pA*s,Myrcene  supernatant g/kg,Myrcene  supernatant pA*s,Myrcene  test_blank g/kg,Myrcene  test_blank pA*s,Valencene broth pA*s,Valencene effluent_broth pA*s,Valencene glucosidase_treat pA*s,Valencene overflow pA*s,Valencene overlay pA*s,Valencene pellet pA*s,Valencene resin_extract pA*s,Valencene supernatant pA*s,Valencene test_blank pA*s,a-Humulene overflow pA*s,b-Caryophyllene broth pA*s,b-Caryophyllene effluent_broth pA*s,b-Caryophyllene glucosidase_treat pA*s,b-Caryophyllene overflow pA*s,b-Caryophyllene overlay pA*s,b-Caryophyllene pellet pA*s,b-Caryophyllene resin_extract pA*s,b-Caryophyllene supernatant pA*s,b-Caryophyllene test_blank pA*s,d-Cadinene broth pA*s,d-Cadinene effluent_broth pA*s,d-Cadinene glucosidase_treat pA*s,d-Cadinene overflow pA*s,d-Cadinene overlay pA*s,d-Cadinene pellet pA*s,d-Cadinene resin_extract pA*s,d-Cadinene supernatant pA*s,d-Cadinene test_blank pA*s,cum_feed,cum_TRS,TRS_carbon,Cum_CO2_carbon,Weight_draw,Biomass_density,Avg_biomass_density,Tank_biomass,Biomass_draw,Cum_biomass_draw,Cum_biomass,Cum_biomass_carbon,Myrcene_draw,Cum_myrcene_draw,Tank_myrcene,Trap_myrcene,Effluent_myrcene,Cum_effluent_myrcene,Total_myrcene,Total_myrcene_carbon,CO2_percent,Biomass_percent,Myrcene_percent,Carbon_closure,TRS_O2,Myrcene_O2,TRS_biomass,TRS_product,TRS_other,shift_post_weight,Avg_interval_vol,Avg_vol,maintenance,run_id_duplicate,SclSubsB_PV,Cum_PSA_in,Cum_base_in,O2_consumed,Overlay_in,Cum_weight_draw,Cum_over_flow,Cum_tank_weight,Tank_weight_accumulated,H2O_evap,CO2_out,Mass_closure
79,79,147942.0,H12489-3,50.28,90.0,90.0,90.0,0.0,1498.0,0.0,30.3,1.02,0.5926,0.0,0.60517,14.00065,11.61269,0.8995700000000001,1.28232,56.61526,1.13872,0.0572,3.1610766666666663,0.6559,57.79999999999999,0.0426,1.0962,0.2786,0.2989,1387.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001005,0.0,0.001005,0.0,0.0,0.0,0.0,0.0,1.3057433333333333,0.0994833333333333,5.01641,0.3163966666666666,0.0,0.0,5.01641,0.3163966666666666,0.34528,0.01589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7999999999995,33.28977287999972,13.315909151999888,7.11048888,0.020299999999999985,29.55375,14.776875,8.072230147058823,0.5881775735294112,0.5881775735294112,8.660407720588234,3.884972299378676,0.0265065896666666,0.0265065896666666,0.3637800926666666,0.056556864,0.2899484979999999,0.2899484979999999,0.7367920443333332,0.6483769990133332,53.39844841861279,29.17541907977947,4.869190617119484,87.44305811551175,0.2819685663464935,0.0082458331019017,17.987666835661763,4.641789879299999,10.660316165037957,0.2919,0.2896078431372549,0.2920098039215686,0.0491354325944288,,,1.0962,30.3,20.9888,,0.028700000000000003,57.79999999999999,378.4,78.09999999999997,20.496959999999998,26.0744,
80,80,147942.0,H12489-3,74.57,91.0,91.0,91.0,0.0,1395.0999999999997,0.0,53.20000000000001,1.02,1.555,1.4415000000000002,0.7207500000000001,0.0,21.23907,0.23003,1.28232,56.61526,1.7004,0.64831,14.056156666666666,1.4346000000000003,123.7,0.0515,1.3986,0.2744,0.3003,1762.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.0,0.01875,0.0,0.0,0.0,0.0,0.0,1.5513133333333335,0.10672,26.561,1.8968533333333333,0.0,0.0,26.561,1.8968533333333333,3.95978,0.21977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.69999999999982,91.54687541999988,36.61875016799996,18.658134,0.025900000000000034,37.54125,22.365,10.099332352941175,0.9532533088235304,1.541430882352942,11.640763235294116,5.221929979720588,0.0401790153333333,0.066685605,0.4256803786666667,0.648611964,3.2855957,3.575544198,4.716522145666667,4.150539488186666,50.95240529619384,14.26026272268538,11.334465182849687,76.54713320172891,0.3545195541149676,0.0241333879767502,24.17786523970588,29.7140895177,37.65492066259401,0.2786,0.2837745098039215,0.2892647058823529,0.0780536549290998,,,2.4948,53.20000000000001,45.90720000000001,,0.05460000000000004,181.5,528.0,227.7,30.6072,68.42,
81,81,147942.0,H12489-3,97.1,92.0,92.0,92.0,0.0,1310.4,0.0,63.7,1.02,2.4758,0.0,0.95291,1.63957,20.54372,1.48543,1.28232,56.61525999999999,2.27954,1.31705,16.405469999999998,2.1262,90.1,0.0475999999999999,1.3986,0.2751,0.301,1481.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0254566666666666,0.0,0.0254566666666666,0.0,0.0,1.33194,0.0,0.0,1.36112,0.10967,31.44982,2.33822,1.2527566666666663,5.963086666666666,31.44982,2.33822,8.04449,0.4939699999999999,0.0,0.0,28.350483333333333,130.05560333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.3999999999994,139.50000063999963,55.800000255999855,29.70662904,0.02589999999999998,31.550625,24.66140625,8.509389154411766,0.8011384191176464,2.342569301470588,10.851958455882354,4.868080043724265,0.0352530079999999,0.101938613,0.374444112,1.317687462,2.833628782,6.409172979999999,8.203243167,7.21885398696,53.23768620736846,8.7241577444273,12.93701425419581,74.89885820599157,0.3645000487045214,0.0283210085428447,22.53951771286765,51.6804319521,65.28005097503197,0.2744,0.2820588235294117,0.2874632352941176,0.0948333535149573,,,3.8934,63.7,68.0384,,0.08050000000000002,271.6,644.0,343.7,41.03172,108.9352,
82,82,147942.0,H12489-3,119.29,93.0,93.0,93.0,0.0,1239.7,0.0,72.5,1.02,3.212600000000001,0.0,0.42118,1.6696799999999998,18.77256,1.39892,1.28232,56.61525999999999,2.78962,1.79239,15.340771666666669,2.7401,68.7,0.0475999999999999,1.2474,0.2772,0.3003,1431.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0220633333333333,0.0,0.0220633333333333,0.0,0.0,0.0,0.0,0.0,1.25784,0.1008266666666666,29.42370333333333,2.1855033333333336,0.0,0.0,29.42370333333333,2.1855033333333336,10.94195,0.67393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.09999999999945,179.52698945999967,71.81079578399986,38.54734488000001,0.02310000000000001,30.485625,25.82625,8.284916911764705,0.6904097426470591,3.0329790441176474,11.317895955882353,5.0770949468492645,0.029056104,0.130994717,0.348673248,1.79229141,2.021408419,8.430581399,10.702540774,9.41823588112,53.67903872830877,7.070099824712554,13.115348156632562,73.86448670965389,0.3639911549456825,0.0286713222340738,23.50726990036765,67.42600687619999,88.59371268343203,0.2751,0.2820588235294117,0.2863823529411765,0.1004133045498556,,,5.1408000000000005,72.5,87.6832,,0.10360000000000003,340.3,735.8,435.49999999999994,50.21316,141.35440000000006,
83,83,147942.0,H12489-3,144.51,94.0,94.0,94.0,0.0,1162.0,0.0,83.8,1.02,4.0085,0.0,0.5681,1.82389,19.13589,2.33219,1.28232,56.61525999999999,3.37668,2.28135,7.948946666666666,3.3848,100.6,0.0536999999999999,1.4364,0.273,0.2996,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0182433333333333,0.0,0.0182433333333333,0.0,0.0,0.0,0.0,0.0,0.94652,2.348165,21.9538,1.6858533333333332,0.0,0.0,21.9538,1.6858533333333332,13.928480000000002,0.84667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.7999999999995,223.5170464799997,89.40681859199987,48.0971898,0.026599999999999957,27.1575,26.048125,7.268625000000001,0.7082249999999989,3.741204044117646,11.009829044117648,4.938899210900735,0.0251774319999999,0.156172149,0.25839996,2.281485024,2.20855228,10.639133679,13.335190812,11.73496791456,53.79588554591936,5.52407443713993,13.125361241306988,72.44532122436627,0.3668640301741112,0.0289196788201054,22.86741492463236,84.0117021156,116.6379294397673,0.2772,0.2827450980392156,0.2857761437908496,0.1084275042513062,,,6.5772,83.8,108.3136,,0.13019999999999998,440.9,862.9999999999999,562.6999999999998,60.78024,176.374,
84,84,147942.0,H12489-3,167.79,95.0,95.0,95.0,0.0,1090.6,0.0,94.4,1.02,4.7678,0.0,0.80972,3.28646,18.62348,2.32419,1.28232,56.615260000000006,3.91937,2.5878,10.556983333333331,4.0518,79.4,0.049,0.0,0.2723,0.3094,1393.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01502,0.0,0.01502,0.00383,0.0,0.0,0.0,0.2486933333333333,1.2499933333333333,0.0966366666666666,20.23098,1.4924,0.0,0.0,20.23098,1.4924,15.80469,0.92818,0.0,0.0,0.0,0.0,0.0,0.0,16.566476666666667,63.87287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.1999999999996,263.9403421199998,105.57613684799992,57.20787864,0.03710000000000002,29.686875,26.567946428571428,7.925231433823529,1.0797873161764713,4.8209913602941175,12.746222794117646,5.717828083213234,0.0463747526666666,0.2025469016666667,0.3403731846666666,2.588808222,1.606339812,12.245473491,15.377201799333331,13.531937583413333,54.18637236401568,5.415833780170709,12.817231229909025,72.41943737409542,0.3618972392516903,0.027858424838069,26.47390474338235,96.8763713358,140.59006604081745,0.273,0.2854901960784314,0.285735294117647,0.1103739756687018,,,6.5772,94.4,129.6576,,0.1673,520.3,979.4999999999999,679.1999999999998,70.54866,209.78320000000002,
85,85,147943.0,H12489-4,0.25,96.0,96.0,96.0,0.0,3152.8,0.0,111.20000000000002,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.28232,56.61526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2877,0.3003,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.2944117647058824,0.2944117647058824,,,,0.0,111.20000000000002,0.0,,0.0126,0.0,300.3,0.0,0.0,0.0,
86,86,147943.0,H12489-4,50.45,97.0,97.0,97.0,0.0,3092.6,0.0,31.899999999999995,1.02,0.5971,0.0,1.00911,11.66992,13.50911,1.35091,1.28232,56.61526,1.11897,0.03133,2.3355416666666664,0.6365,153.2,0.1741,1.2474,0.3031,0.3262,1425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7665333333333333,0.1364266666666666,2.90455,0.1785366666666666,0.0,0.0,2.90455,0.1785366666666666,0.19074,0.00892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.20000000000027,34.08238652000016,13.632954608000064,7.16448348,0.02310000000000001,30.352500000000003,15.17625,9.019453676470588,0.6873948529411769,0.6873948529411769,9.706848529411763,4.354395181808823,0.04080692,0.04080692,0.5354362533333333,0.031243212,0.4449770599999999,0.4449770599999999,1.0524634453333332,0.9261678318933332,52.55268344982057,31.94021624082564,6.793595801674872,91.2864954923211,0.2974808983154417,0.0121376848223714,20.161124395588235,6.630519705599999,7.29074241881192,0.2877,0.3009313725490196,0.297671568627451,0.0319895960600576,,,1.2474,31.899999999999995,20.368,,0.03570000000000001,153.2,476.6,176.3,20.141460000000002,26.272399999999998,
87,87,147943.0,H12489-4,74.49,98.0,98.0,98.0,0.0,2982.0,0.0,61.6,1.02,1.5909000000000002,0.0,0.94186,0.0,26.58331,0.32478,1.28232,56.61526,1.66789,0.27104,8.88734,1.413,320.5,0.2089,1.4364,0.2737,0.3003,1943.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088566666666666,0.0,0.0088566666666666,0.0,0.0,0.0,0.0,0.0,2.8851766666666667,0.2306833333333333,14.889503333333332,0.9758333333333334,0.0,0.0,14.889503333333332,0.9758333333333334,1.65729,0.07549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.80000000000018,96.6988640800001,38.67954563200004,19.088890920000004,0.026600000000000013,41.401875,23.918125,11.109503124999998,1.0796959558823531,1.7670908088235302,12.876593933823528,5.7763112727738966,0.0767456993333333,0.1175526193333333,0.7896728536666667,0.271464102,4.772085818333333,5.2170628783333335,6.395752453333333,5.6282621589333335,49.35138354936502,14.933761962278808,14.551003810853988,78.8361493224978,0.3801952664936703,0.0332258980097578,26.744685600551467,40.293240456,29.66093802344864,0.3031,0.2957843137254901,0.2970424836601307,0.0560455594140189,,,2.6837999999999997,61.6,45.216,,0.06230000000000002,473.7,823.7,523.4000000000001,30.02202,69.99960000000002,
88,88,147943.0,H12489-4,97.18,99.0,99.0,99.0,0.0,2880.5,0.0,76.5,1.02,2.5541,0.0,1.12409,10.93431,25.810220000000005,1.06569,1.28232,56.61525999999999,2.23151,0.602,11.605186666666668,2.1397,255.7,0.1933,1.3608,0.2751,0.3003,1812.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134966666666666,0.0,0.0134966666666666,0.0,0.0,0.7215433333333333,0.0,0.0,2.790279999999999,0.2303133333333333,20.42009333333333,1.4479833333333334,2.59842,12.649563333333331,20.42009333333333,1.4479833333333334,3.6761,0.2304299999999999,0.0,0.0,18.81452333333333,82.86460666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.3000000000002,154.16335298000007,61.66534119200003,30.64613508,0.0252,38.60625,27.59015625,10.412332720588235,0.9538014705882354,2.720892279411766,13.133225000000005,5.8914334027500015,0.0703150559999999,0.1878676753333333,0.7676060279999998,0.60214518,5.221417865333332,10.438480743666666,11.996099627,10.55656767176,49.69750347213807,9.553881141120335,17.119126348285775,76.3705109615442,0.4002725018045107,0.0411542243326612,27.27770832500001,75.5754276501,51.31021700490007,0.2737,0.2813725490196078,0.2931249999999999,0.0652859813495946,,,4.0446,76.5,68.4704,,0.08750000000000002,729.4,1104.6,804.3,40.16718,112.38040000000001,
89,89,147943.0,H12489-4,119.46,100.0,100.0,100.0,0.0,2783.2,0.0,89.1,1.02,3.5475,0.0,0.5287,7.73414,27.43202,0.90634,1.28232,56.61525999999999,2.74277,0.94795,12.571756666666666,2.8848,239.8,0.1919,1.323,0.2751,0.2996,2156.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152266666666666,0.0,0.0152266666666666,0.0,0.0,0.0,0.0,0.0,3.0656133333333333,0.25531,22.0779,1.65462,0.0,0.0,22.0779,1.65462,5.7892,0.31032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.60000000000036,209.25000096000016,83.70000038400008,42.565743,0.024499999999999966,45.928125,31.25775,12.387085477941175,1.1031755514705863,3.8240678308823526,16.21115330882353,7.272161262805147,0.0751075266666665,0.2629752019999999,0.843350228,0.94827096,5.29428042,15.732761163666666,17.787357553666666,15.652874647226666,50.85512879894416,8.688364670778757,18.701164367280978,78.2446578370039,0.4029742114993533,0.0452608774500501,33.67056542242647,112.0603525881,63.519082949473706,0.2751,0.2817156862745097,0.2908431372549019,0.0584877850731117,,,5.3675999999999995,89.1,92.3136,,0.11199999999999999,969.2,1368.9,1068.6000000000001,49.36986,156.09,
90,90,147943.0,H12489-4,144.51,101.0,101.0,101.0,0.0,2670.5,0.0,102.8,1.02,4.6781,0.0,0.62838,9.26494,26.72804,0.8768099999999999,1.28232,56.61525999999999,3.31853,1.22852,8.635252222222222,3.6929,287.5,0.2152,1.2852,0.2751,0.2989,1556.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0609399999999999,0.01332,0.0,0.01332,0.0,0.0,0.0,0.0,0.0,2.599511666666667,6.408983333333333,20.70673333333333,1.51285,0.0,0.0,20.70673333333333,1.51285,7.50152,0.50053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.3000000000002,273.05539898000006,109.22215959200004,56.13158628,0.023799999999999988,33.148125,31.5728125,8.940244301470589,0.7734562499999996,4.597524080882352,13.53776838235294,6.072907518639705,0.0618683776666666,0.3248435796666665,0.7151256595000001,1.228748976,5.953185833333332,21.685946997,23.954665212166667,21.080105386706663,51.39212270630781,5.560142320317675,19.30020928486629,76.25247431149177,0.4107813476611276,0.0476156592271176,28.117944930147058,150.91439083665,94.023063213203,0.2751,0.2813725490196078,0.2892647058823529,0.071240634266077,,,6.652799999999999,102.8,118.1728,,0.13579999999999998,1256.7,1680.2,1379.9,59.73354,205.8364,
91,91,147943.0,H12489-4,167.96,102.0,102.0,102.0,0.0,2573.2,0.0,114.0,1.02,5.6726,0.0,0.97625,18.65074,22.2822,2.2792,1.28232,56.615260000000006,3.85013,1.4995599999999998,10.753575,4.4645,253.8,0.1976,0.0,0.2695,0.2996,1287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00807,0.0,0.00807,0.0,0.0,0.0,0.0,0.0,4.619079999999999,0.3766166666666666,18.456723333333333,1.3008499999999998,0.0,0.0,18.456723333333333,1.3008499999999998,9.15461,0.48693,0.0,0.0,0.0,0.0,0.0,0.0,10.135363333333332,38.76772333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.6000000000004,328.1420469600003,131.25681878400013,68.06439288,0.03009999999999996,27.42375,30.98008928571429,7.245784926470589,0.8092694852941166,5.406793566176469,12.652578492647056,5.675820186016543,0.1390343079999998,0.4638778876666664,1.24484206,1.499525118,4.684316382,26.370263379,29.578508444666667,26.029087431306667,51.85589100099146,4.324209773327533,19.830655407046592,76.01075618136558,0.4083349472505323,0.0486329580763939,26.279405529227937,186.3446032014,115.51803822937237,0.2751,0.2817156862745097,0.2881862745098039,0.0770349812379767,,,6.652799999999999,114.0,142.864,,0.16589999999999994,1510.5,1964.1,1663.8,69.30234,249.5944,
92,92,148652.0,H12539-3,0.87,103.0,103.0,103.0,0.0,2559.2,1500.04,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,1.28232,56.61526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919,0.2996,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.007699999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.2937254901960784,0.2937254901960784,,,,0.0,0.0,0.0,,0.007699999999999985,0.0,299.59999999999997,0.0,0.0,0.0,
93,93,148652.0,H12539-3,48.27,104.0,104.0,104.0,0.0,2487.1,1438.76,41.9,1.02,0.7071,0.0,0.92445,2.7096,16.99076,0.46223,1.28232,56.61526,1.06598,0.06538,3.942786666666666,0.5329,101.40000000000002,0.06128,1.4742,0.2737,0.301,1681.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1969633333333334,2.915633333333333,6.478694999999999,13.78065,0.0,0.0,6.68861,13.78065,0.4006,0.03201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.09999999999991,40.81960245999995,16.32784098399998,8.484351479999999,0.02729999999999999,35.810625,17.9053125,9.609184375,0.958460845588235,0.958460845588235,10.567645220588236,4.740539969503676,0.0326770989999999,0.0326770989999999,0.3276088643333333,0.06561828,0.656939673,0.656939673,1.0828439163333332,0.9529026463733332,51.962482292141424,29.03347707850069,5.836060305260837,86.83201967590296,0.4255499516273633,0.0149158285956124,21.94899912316176,6.821916672899999,12.048686663938192,0.2919,0.2906372549019608,0.2921813725490196,0.0477120395213177,,,1.4742,41.9,17.0528,,0.034999999999999976,101.40000000000002,428.29999999999995,128.7,19.18764,31.112399999999997,
94,94,148652.0,H12539-3,77.04,105.0,105.0,105.0,0.0,2364.6,1347.45,65.3,1.02,1.9415,0.0,0.26554,2.28054,26.0075,0.1718199999999999,1.28232,56.61526,1.73016,0.67283,8.92427111111111,1.4958,183.0,0.09131,1.3229999999999995,0.2737,0.2982,2031.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5518383333333333,0.0,0.5518383333333333,0.0,0.0,0.0,0.0,0.0,1.5076216666666666,3.68132,23.37683333333333,54.62996999999999,0.0,0.0,23.75757,54.62996999999999,4.11093,0.24919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.5999999999999,110.17329595999996,44.06931838399999,23.2956702,0.024500000000000022,43.265625,26.35875,11.609609375,1.0392233455882365,1.9976841911764711,13.607293566176471,6.104095820851103,0.0369367308333333,0.0696138298333333,0.4126360501666666,0.673370334,4.277960499999999,4.934900172999999,6.090520386999999,5.359657940559999,52.86142616732151,13.85112374024665,12.161880730394737,78.8744306379629,0.4091949902690494,0.0298887750022655,28.26234873694853,38.3702784381,43.54066878495143,0.2737,0.280343137254902,0.2882352941176471,0.0743886798855338,,,2.7971999999999992,65.3,47.8656,,0.0595,284.40000000000003,635.8,336.2,31.142879999999998,85.426,
95,95,148652.0,H12539-3,96.18,106.0,106.0,106.0,0.0,2287.6,1286.78,75.7,1.02,2.7326,0.0,0.45071,2.77697,24.54202,1.23582,1.28232,56.61525999999999,2.1634,1.08688,14.951833333333331,2.1194,97.1,0.06067,1.4364,0.2744,0.301,1793.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6940200000000001,0.0,0.6940200000000001,0.0,0.0,0.0,0.0,0.0,1.5752866666666667,3.929445,27.53552833333333,64.38738833333333,0.0,0.0,28.32838,64.38738833333333,6.6399,0.43972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.5999999999999,153.76704615999992,61.50681846399997,32.78792088,0.026600000000000013,38.206875,29.320781250000003,10.278398529411763,0.9963753676470593,2.9940595588235306,13.272458088235291,5.95389197380147,0.0419026253333333,0.1115164551666667,0.4322586613333333,1.08761562,2.673699801166666,7.6085999741666654,9.239990710666666,8.131191825386665,53.307782289520986,9.68005193974761,13.219984431719327,76.20781866098793,0.4030675509840309,0.0320026430838629,27.566895449264702,58.21194147719999,67.98820923353523,0.2737,0.2817156862745097,0.2866053921568627,0.0841179993185591,,,4.233599999999999,75.7,67.8208,,0.08610000000000001,381.5,759.5,459.90000000000003,38.9412,120.23440000000001,
